Epoch	AvgLoss	AvgDataLoss	AvgPhysLoss	Weight
000	26.544535	26.544535	199913.125738	0.0000
001	24.335977	24.335977	19718528.376641	0.0000
002	20.642366	20.642366	64055.151570	0.0000
003	18.008402	18.008402	65184.643012	0.0000
004	17.670491	17.670491	140358.218748	0.0000
005	17.627416	17.627416	765867.079533	0.0000
006	17.542362	17.542362	18157.694065	0.0000
007	17.453956	17.453956	341334.421343	0.0000
008	17.511800	17.511800	410800.399805	0.0000
009	17.413736	17.413736	1499444.280688	0.0000
010	17.459600	17.459600	256209.007977	0.0000
011	17.384895	17.384895	1771047.615521	0.0000
012	17.319943	17.319943	1300304.725919	0.0000
013	17.367799	17.367799	232624.188924	0.0000
014	17.317767	17.317767	583216.924287	0.0000
015	17.301653	17.301653	2606751.993356	0.0000
016	17.259189	17.259189	2896202.710137	0.0000
017	17.255275	17.255275	270579.554998	0.0000
018	17.253337	17.253337	625896.945059	0.0000
019	17.116798	17.116798	140725.776956	0.0000
020	17.093166	17.093166	20500.359768	0.0000
021	17.014555	17.014555	156643.385865	0.0000
022	16.989746	16.989746	369662.972675	0.0000
023	16.946869	16.946869	84477.131633	0.0000
024	16.906281	16.906281	32003.727908	0.0000
025	16.863054	16.863054	370610.570784	0.0000
026	16.826257	16.826257	162329.699957	0.0000
027	16.829270	16.829270	103193.160176	0.0000
028	16.736764	16.736764	117258.454771	0.0000
029	16.744896	16.744896	24208.222487	0.0000
030	16.678085	16.678085	8488.778523	0.0000
031	16.685547	16.685547	8974.952648	0.0000
032	16.630506	16.630506	12665.557044	0.0000
033	16.634049	16.634049	551013.995062	0.0000
034	16.606862	16.606862	716954.015245	0.0000
035	16.555129	16.555129	21424.621754	0.0000
036	16.495615	16.495615	2581.802518	0.0000
037	16.329064	16.329064	27119.093848	0.0000
038	15.367772	15.367772	26803.246039	0.0000
039	12.561707	12.561707	372.437321	0.0000
040	11.773439	11.773439	2987.979839	0.0000
041	11.714955	11.714955	2409.007871	0.0000
042	11.641572	11.641572	301233.216730	0.0000
043	11.614044	11.614044	3506.272079	0.0000
044	11.483173	11.483173	665.996161	0.0000
045	11.462922	11.462922	7575.980924	0.0000
046	11.444845	11.444845	4624.529201	0.0000
047	11.374222	11.374222	3863.454775	0.0000
048	11.332387	11.332387	4317.653055	0.0000
049	11.317605	11.317605	1312.159113	0.0000
050	11.286788	11.286788	1789.710725	0.0000
051	11.200654	11.200654	1325.004923	0.0000
052	11.199501	11.199501	657.166484	0.0000
053	11.137360	11.137360	761.772167	0.0000
054	11.116132	11.116132	895.680357	0.0000
055	11.120833	11.120833	1710.931605	0.0000
056	11.110534	11.110534	854.639301	0.0000
057	11.092350	11.092350	609.055569	0.0000
058	11.038470	11.038470	499.545674	0.0000
059	10.920157	10.920157	1104.273981	0.0000
060	10.748866	10.748866	529.614282	0.0000
061	10.628071	10.628071	283.566691	0.0000
062	10.542809	10.542809	50200.838816	0.0000
063	10.445688	10.445688	1575.465031	0.0000
064	10.358710	10.358710	1527.026676	0.0000
065	10.266839	10.266839	7357.551250	0.0000
066	10.168419	10.168419	253.544527	0.0000
067	10.084443	10.084443	1641.829380	0.0000
068	10.007506	10.007506	442.740283	0.0000
069	9.932811	9.932811	3853.277138	0.0000
070	9.872992	9.872992	1112.235026	0.0000
071	9.764128	9.764128	9033.944519	0.0000
072	9.714752	9.714752	706.860124	0.0000
073	9.682261	9.682261	691.245245	0.0000
074	9.615429	9.615429	3680.078077	0.0000
075	9.566153	9.566153	50608.575947	0.0000
076	9.547227	9.547227	1543.628797	0.0000
077	9.471882	9.471882	2953.074619	0.0000
078	9.385028	9.385028	1496.774777	0.0000
079	9.355359	9.355359	5065.619825	0.0000
080	9.314894	9.314894	1285.372743	0.0000
081	9.257468	9.257468	596.873432	0.0000
082	9.209446	9.209446	2729.956998	0.0000
083	9.200040	9.200040	512.780684	0.0000
084	9.109593	9.109593	1157.393818	0.0000
085	9.091616	9.091616	1249.549781	0.0000
086	9.032604	9.032604	4915.550345	0.0000
087	8.989832	8.989832	1011.507886	0.0000
088	8.905652	8.905652	997.362492	0.0000
089	8.808536	8.808536	549.760462	0.0000
090	8.659971	8.659971	777.931745	0.0000
091	8.614363	8.614363	214.376489	0.0000
092	8.494200	8.494200	716.757191	0.0000
093	8.425941	8.425941	1478.131520	0.0000
094	8.378559	8.378559	326.567916	0.0000
095	8.314683	8.314683	776.916573	0.0000
096	8.243488	8.243488	557.202250	0.0000
097	8.183629	8.183629	896.574082	0.0000
098	8.164363	8.164363	308.013450	0.0000
099	8.107637	8.107637	434.635137	0.0000
100	8.022756	8.022756	311.579584	0.0000
101	7.986208	7.986208	338.363875	0.0000
102	7.906098	7.906098	4905.172944	0.0000
103	7.909555	7.909555	169.360574	0.0000
104	7.786796	7.786796	815.534189	0.0000
105	7.698272	7.698272	625.996599	0.0000
106	7.556460	7.556460	226.465320	0.0000
107	7.493586	7.493586	848.622476	0.0000
108	7.424187	7.424187	3383.223448	0.0000
109	7.339280	7.339280	478.401797	0.0000
110	7.275165	7.275165	1244.607933	0.0000
111	7.204210	7.204210	108.662667	0.0000
112	7.103038	7.103038	94.429187	0.0000
113	7.080570	7.080570	224.789163	0.0000
114	6.992675	6.992675	92.083460	0.0000
115	6.933073	6.933073	52.709979	0.0000
116	6.884335	6.884335	538.397183	0.0000
117	6.816642	6.816642	125.135588	0.0000
118	6.724153	6.724153	221.051365	0.0000
119	6.655447	6.655447	300.407539	0.0000
120	6.608133	6.608133	77.285105	0.0000
121	6.563358	6.563358	849.484628	0.0000
122	6.512111	6.512111	235.531612	0.0000
123	6.459563	6.459563	88.373071	0.0000
124	6.406499	6.406499	74.535181	0.0000
125	6.369878	6.369878	54.369082	0.0000
126	6.321827	6.321827	52.624260	0.0000
127	6.257593	6.257593	52.702153	0.0000
128	6.208423	6.208423	37.917729	0.0000
129	6.163911	6.163911	3814.162397	0.0000
130	6.131026	6.131026	121.065589	0.0000
131	6.051614	6.051614	458.380938	0.0000
132	6.055323	6.055323	88.242575	0.0000
133	5.960454	5.960454	172.009596	0.0000
134	5.953964	5.953964	85.476196	0.0000
135	5.871102	5.871102	173.741279	0.0000
136	5.842309	5.842309	66.755333	0.0000
137	5.836053	5.836053	84.143544	0.0000
138	5.769106	5.769106	452.562516	0.0000
139	5.732520	5.732520	125.049427	0.0000
140	5.692675	5.692675	234.754916	0.0000
141	5.648720	5.648720	267.718803	0.0000
142	5.589479	5.589479	42.510981	0.0000
143	5.500842	5.500842	188.596091	0.0000
