Epoch	AvgLoss	AvgDataLoss	AvgPhysLoss	Weight
000	26.803002	26.803002	47766.625499	0.0000
001	25.028147	25.028147	1352.745629	0.0000
002	21.696093	21.696093	10736.767841	0.0000
003	20.372360	20.372360	3101.303620	0.0000
004	17.952418	17.952418	564837.039984	0.0000
005	17.689998	17.689998	25049.280382	0.0000
006	17.662154	17.662154	267275.799523	0.0000
007	17.723413	17.723413	882560.882665	0.0000
008	17.554511	17.554511	215593.896016	0.0000
009	17.601283	17.601283	232463.053507	0.0000
010	17.531450	17.531450	63543.078691	0.0000
011	17.441260	17.441260	283203.066322	0.0000
012	17.465515	17.465515	2235692.238691	0.0000
013	17.441658	17.441658	932837.504533	0.0000
014	17.426060	17.426060	14154.303571	0.0000
015	17.433332	17.433332	12870.320222	0.0000
016	17.318367	17.318367	20558.408470	0.0000
017	17.292644	17.292644	138290.527758	0.0000
018	17.258229	17.258229	70683.571722	0.0000
019	17.204503	17.204503	20639.999431	0.0000
020	17.241247	17.241247	67911.879339	0.0000
021	17.150613	17.150613	15280.931533	0.0000
022	17.072214	17.072214	27417.556246	0.0000
023	17.000842	17.000842	4766.809466	0.0000
024	16.988251	16.988251	12423.789675	0.0000
025	16.919383	16.919383	28601.312290	0.0000
026	16.920793	16.920793	17093.388171	0.0000
027	16.788640	16.788640	19039.739625	0.0000
028	16.196691	16.196691	15102.618911	0.0000
029	15.269853	15.269853	72827.998352	0.0000
030	13.216350	13.216350	21112.362384	0.0000
031	12.213623	12.213623	2756.651737	0.0000
032	11.942562	11.942562	17743.870874	0.0000
033	11.843650	11.843650	6311.735616	0.0000
034	11.757595	11.757595	13509.062743	0.0000
035	11.716947	11.716947	56924.450015	0.0000
036	11.689603	11.689603	4108.938458	0.0000
037	11.704046	11.704046	9314.854919	0.0000
038	11.574835	11.574835	7044.185127	0.0000
039	11.499786	11.499786	27464.993659	0.0000
040	11.466564	11.466564	13463.247468	0.0000
041	11.439743	11.439743	12044.568882	0.0000
042	11.381803	11.381803	13344.151841	0.0000
043	11.340654	11.340654	64180.831357	0.0000
044	11.322858	11.322858	23089.364203	0.0000
045	11.286359	11.286359	33207.111029	0.0000
046	11.233826	11.233826	1980.470087	0.0000
047	11.222466	11.222466	8584.494777	0.0000
048	11.229864	11.229864	9810.390119	0.0000
049	11.200969	11.200969	3284.317152	0.0000
050	11.196202	11.196202	3321.539145	0.0000
051	11.159173	11.159173	2498.471578	0.0000
052	11.136352	11.136352	873.086035	0.0000
053	11.134275	11.134275	2924.903545	0.0000
054	11.148155	11.148155	23368.376066	0.0000
055	11.126235	11.126235	522.741064	0.0000
056	11.075260	11.075260	4810.772068	0.0000
057	11.075767	11.075767	2037.394181	0.0000
058	11.066764	11.066764	676.552434	0.0000
059	11.035704	11.035704	401.452788	0.0000
060	11.032442	11.032442	585.395826	0.0000
061	11.023852	11.023852	4420.392080	0.0000
062	10.991336	10.991336	500.260249	0.0000
063	10.991864	10.991864	559.275019	0.0000
064	10.981645	10.981645	374.498985	0.0000
065	10.849331	10.849331	274.612232	0.0000
066	10.632550	10.632550	1869.582087	0.0000
067	10.493677	10.493677	3277.069006	0.0000
068	10.438746	10.438746	329.231720	0.0000
069	10.346679	10.346679	1027.502759	0.0000
070	10.319437	10.319437	3358.019152	0.0000
071	10.247586	10.247586	7077.942394	0.0000
072	10.044702	10.044702	1347.226420	0.0000
073	9.901407	9.901407	4461.336873	0.0000
074	9.659397	9.659397	2822.136138	0.0000
075	9.506301	9.506301	220.049878	0.0000
076	9.387837	9.387837	252.336768	0.0000
077	9.268135	9.268135	398.591674	0.0000
078	9.179785	9.179785	230.971573	0.0000
079	9.050598	9.050598	1164.628642	0.0000
080	30.934189	9.865793	210.683957	0.1000
081	10.472491	10.200155	2.723365	0.1000
082	9.398670	9.307311	0.913594	0.1000
083	9.711418	9.482433	2.289850	0.1000
084	9.827205	9.260882	5.663228	0.1000
085	18.826277	9.190387	96.358899	0.1000
086	9.615301	9.367246	2.480552	0.1000
087	16.859803	9.420637	74.391655	0.1000
088	9.496742	9.404049	0.926932	0.1000
089	9.303311	9.120319	1.829915	0.1000
090	9.173124	9.043345	1.297792	0.1000
091	9.144325	9.049298	0.950271	0.1000
092	9.066396	8.947724	1.186727	0.1000
093	10.612438	9.011401	16.010376	0.1000
094	9.066775	8.941720	1.250550	0.1000
095	8.977886	8.828587	1.492998	0.1000
096	8.997234	8.760636	2.365988	0.1000
097	8.982554	8.841097	1.414578	0.1000
098	8.684295	8.622867	0.614282	0.1000
099	9.082932	8.835978	2.469547	0.1000
100	8.791281	8.729554	0.617265	0.1000
101	8.813008	8.708369	1.046384	0.1000
102	26.185948	8.574437	176.115118	0.1000
103	8.609542	8.544533	0.650086	0.1000
104	8.755149	8.593691	1.614582	0.1000
105	8.578603	8.523090	0.555122	0.1000
106	9.009086	8.829240	1.798465	0.1000
107	8.864180	8.613547	2.506331	0.1000
108	8.590284	8.513619	0.766659	0.1000
109	9.942873	8.439824	15.030489	0.1000
110	8.498421	8.324356	1.740647	0.1000
111	8.387764	8.291850	0.959133	0.1000
112	8.613496	8.275129	3.383670	0.1000
113	8.284831	8.211222	0.736099	0.1000
114	8.069042	7.991588	0.774537	0.1000
115	8.215234	8.073996	1.412383	0.1000
116	8.197173	8.114289	0.828832	0.1000
117	8.098422	7.915053	1.833690	0.1000
118	8.032709	7.950930	0.817784	0.1000
119	7.899448	7.792944	1.065034	0.1000
120	7.963118	7.877052	0.860661	0.1000
