Epoch	AvgLoss	AvgDataLoss	AvgPhysLoss	Weight
000	5344.872611	28.636737	531.623587	10.0000
001	28.759048	28.316936	0.044211	10.0000
002	28.314975	27.882073	0.043290	10.0000
003	25.154388	24.693273	0.046111	10.0000
004	23.895380	23.418268	0.047711	10.0000
005	23.662629	23.172583	0.049005	10.0000
006	23.639023	23.150165	0.048886	10.0000
007	23.427939	22.969322	0.045862	10.0000
008	23.421955	22.952496	0.046946	10.0000
009	23.248905	22.795111	0.045379	10.0000
010	23.067591	22.613099	0.045449	10.0000
011	22.130735	21.666695	0.046404	10.0000
012	19.160741	18.649435	0.051131	10.0000
013	18.541124	18.009758	0.053137	10.0000
014	18.061717	17.568651	0.049307	10.0000
015	17.971101	17.479013	0.049209	10.0000
016	17.395037	16.925021	0.047002	10.0000
017	15.986539	15.431395	0.055514	10.0000
018	14.078210	13.512944	0.056527	10.0000
019	13.565818	13.017960	0.054786	10.0000
020	13.402252	12.871228	0.053102	10.0000
021	13.191704	12.652945	0.053876	10.0000
022	13.157581	12.638195	0.051939	10.0000
023	13.023372	12.507023	0.051635	10.0000
024	12.872587	12.352486	0.052010	10.0000
025	12.705611	12.199869	0.050574	10.0000
026	12.613796	12.120039	0.049376	10.0000
027	12.524067	12.029867	0.049420	10.0000
028	12.390753	11.913446	0.047731	10.0000
029	12.202858	11.727353	0.047551	10.0000
030	12.072624	11.591395	0.048123	10.0000
031	11.975695	11.504183	0.047151	10.0000
032	11.807716	11.321786	0.048593	10.0000
033	11.603068	11.119876	0.048319	10.0000
034	11.521187	11.048772	0.047242	10.0000
035	11.421991	10.941922	0.048007	10.0000
036	11.254335	10.794135	0.046020	10.0000
037	11.261841	10.771928	0.048991	10.0000
038	11.126608	10.623579	0.050303	10.0000
039	32.842040	12.248555	2.059348	10.0000
040	11.393692	10.886799	0.050689	10.0000
041	10.969372	10.482088	0.048728	10.0000
042	10.486660	10.055941	0.043072	10.0000
043	10.308377	9.865912	0.044247	10.0000
044	10.153300	9.727558	0.042574	10.0000
045	10.047196	9.624334	0.042286	10.0000
046	9.812684	9.391562	0.042112	10.0000
047	9.708916	9.283122	0.042579	10.0000
048	12.171448	9.373349	0.279810	10.0000
049	9.927674	9.320323	0.060735	10.0000
050	9.631311	9.208081	0.042323	10.0000
051	9.650109	9.228226	0.042188	10.0000
052	9.628602	9.138601	0.049000	10.0000
053	9.446670	9.014637	0.043203	10.0000
054	13.475446	8.948855	0.452659	10.0000
055	9.352550	8.929705	0.042284	10.0000
056	9.473468	9.023811	0.044966	10.0000
057	9.674289	8.906032	0.076826	10.0000
058	10.753225	9.258576	0.149465	10.0000
059	9.780892	9.033903	0.074699	10.0000
060	9.418984	8.958237	0.046075	10.0000
061	9.418747	8.887240	0.053151	10.0000
062	9.202616	8.773006	0.042961	10.0000
063	9.471027	8.972438	0.049859	10.0000
064	9.210541	8.776384	0.043416	10.0000
065	9.491285	8.780196	0.071109	10.0000
066	9.271756	8.831222	0.044053	10.0000
067	16.656620	8.725629	0.793099	10.0000
068	9.021722	8.597448	0.042427	10.0000
069	9.154138	8.635816	0.051832	10.0000
070	13.652998	10.494764	0.315823	10.0000
071	14.026278	12.085820	0.194046	10.0000
072	9.476309	8.948468	0.052784	10.0000
073	10.636040	9.686797	0.094924	10.0000
074	9.307397	8.826326	0.048107	10.0000
075	9.014715	8.584714	0.043000	10.0000
076	9.076793	8.627858	0.044894	10.0000
077	9.121980	8.620685	0.050129	10.0000
078	9.389184	8.937737	0.045145	10.0000
079	9.044585	8.603432	0.044115	10.0000
080	8.994898	8.507318	0.048758	10.0000
081	9.018013	8.559751	0.045826	10.0000
082	8.984484	8.513788	0.047070	10.0000
083	8.919498	8.466963	0.045254	10.0000
084	8.877043	8.410977	0.046607	10.0000
085	9.281110	8.644795	0.063632	10.0000
086	8.867150	8.456152	0.041100	10.0000
087	8.998517	8.541520	0.045700	10.0000
088	8.847642	8.427091	0.042055	10.0000
089	8.712117	8.297351	0.041477	10.0000
090	8.633942	8.232317	0.040163	10.0000
091	8.782797	8.337350	0.044545	10.0000
092	8.745216	8.315163	0.043005	10.0000
093	11.711054	9.574524	0.213653	10.0000
094	21.273327	16.281239	0.499209	10.0000
095	12.180556	10.834397	0.134616	10.0000
096	9.815087	9.116910	0.069818	10.0000
097	8.990374	8.435598	0.055478	10.0000
098	8.688689	8.282587	0.040610	10.0000
099	8.781455	8.354548	0.042691	10.0000
100	8.949953	8.308256	0.064170	10.0000
101	8.648690	8.239336	0.040935	10.0000
102	9.472111	8.663164	0.080895	10.0000
103	8.511071	8.114647	0.039642	10.0000
104	8.693520	8.236698	0.045682	10.0000
105	8.749364	8.310234	0.043913	10.0000
106	8.571335	8.161145	0.041019	10.0000
107	8.490322	8.077412	0.041291	10.0000
108	8.520717	8.109162	0.041156	10.0000
109	8.685654	8.176197	0.050946	10.0000
110	8.656892	8.051477	0.060541	10.0000
111	8.563142	8.070717	0.049242	10.0000
